Lon,Lat,Time
-97.6478467775339,31.04929631735729,2024-04-05T05:28:26Z
-97.64795221569737,31.04917455836122,2024-04-05T05:28:27Z
-97.64806826155281,31.04905542593422,2024-04-05T05:28:28Z
-97.648191824502,31.04893844721112,2024-04-05T05:28:29Z
-97.64832207769336,31.0488236113343,2024-04-05T05:28:30Z
-97.64845707758043,31.048711278511135,2024-04-05T05:28:31Z
-97.64859973174912,31.048598492804956,2024-04-05T05:28:32Z
-97.64874898954727,31.048491745356255,2024-04-05T05:28:33Z
-97.64890437131803,31.048389727022908,2024-04-05T05:28:34Z
-97.64906766018977,31.048292477278835,2024-04-05T05:28:35Z
-97.6492293140956,31.048195050861104,2024-04-05T05:28:36Z
-97.64939009511183,31.048096293239045,2024-04-05T05:28:37Z
-97.64954952630475,31.047999070506197,2024-04-05T05:28:38Z
-97.64970772816983,31.047898960043224,2024-04-05T05:28:39Z
-97.64986559905503,31.047798601868546,2024-04-05T05:28:40Z
-97.65002262090528,31.04769893099132,2024-04-05T05:28:41Z
-97.65018141821147,31.047599353334256,2024-04-05T05:28:42Z
-97.65033850035852,31.04750042657435,2024-04-05T05:28:43Z
-97.65049567106487,31.04740242971928,2024-04-05T05:28:44Z
-97.65065168222733,31.04730505030176,2024-04-05T05:28:45Z
-97.65080888724948,31.04720780026292,2024-04-05T05:28:46Z
-97.65096575588088,31.047110672583145,2024-04-05T05:28:47Z
-97.65112364372145,31.047013891598993,2024-04-05T05:28:48Z
-97.65127884121237,31.046917308537402,2024-04-05T05:28:49Z
-97.65143225940481,31.046818445472297,2024-04-05T05:28:50Z
-97.65158863767014,31.046722727811925,2024-04-05T05:28:51Z
-97.65174743944559,31.04662837380395,2024-04-05T05:28:52Z
-97.65190434870183,31.04653003740136,2024-04-05T05:28:53Z
-97.65206136753562,31.046430464746468,2024-04-05T05:28:54Z
-97.65221643179189,31.0463323235368,2024-04-05T05:28:55Z
-97.65236917674264,31.046233787214902,2024-04-05T05:28:56Z
-97.65251898665511,31.046136748167136,2024-04-05T05:28:57Z
-97.65266673726562,31.04603994428362,2024-04-05T05:28:58Z
-97.6528105629417,31.04594169337075,2024-04-05T05:28:59Z
-97.65295077644939,31.045840451056606,2024-04-05T05:29:00Z
-97.65308710151491,31.0457380347807,2024-04-05T05:29:01Z
-97.65322176951354,31.04563502223284,2024-04-05T05:29:02Z
-97.65335496876273,31.045529336598445,2024-04-05T05:29:03Z
-97.65348667173384,31.04542137737434,2024-04-05T05:29:04Z
-97.6536201031855,31.045310213483514,2024-04-05T05:29:05Z
-97.65375500907855,31.045198065523184,2024-04-05T05:29:06Z
-97.65389019825466,31.045082886501003,2024-04-05T05:29:07Z
-97.65402768173371,31.0449634610477,2024-04-05T05:29:08Z
-97.65416682210254,31.044841945093342,2024-04-05T05:29:09Z
